Instrument Name,DustTrak DRX
Model Number,8533
Serial Number,8533103404
Firmware Version,3.0
Calibration Date,03/12/2014
Test Name,MANUAL_009
Test Start Time,12:20:05
Test Start Date,05/28/2018
Test Length [D:H:M],0:5:51
Test Interval [M:S],1:0
PM1 Average [mg/m3],0.314
PM1 Minimum [mg/m3],0.000
PM1 Maximum [mg/m3],2.95
PM1 TWA [mg/m3],0.230
PM2.5 Average [mg/m3],0.315
PM2.5 Minimum [mg/m3],0.000
PM2.5 Maximum [mg/m3],2.95
PM2.5 TWA [mg/m3],0.231
PM4 Average [mg/m3],0.315
PM4 Minimum [mg/m3],0.000
PM4 Maximum [mg/m3],2.95
PM4 TWA [mg/m3],0.231
PM10 Average [mg/m3],0.315
PM10 Minimum [mg/m3],0.000
PM10 Maximum [mg/m3],2.95
PM10 TWA [mg/m3],0.231
TOTAL Average [mg/m3],0.315
TOTAL Minimum [mg/m3],0.000
TOTAL Maximum [mg/m3],2.95
TOTAL TWA [mg/m3],0.231
Photometric User Cal,1.00
Size Correction User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,351

Elapsed Time [s],PM1 [mg/m3],PM2.5 [mg/m3],PM4 [mg/m3],PM10 [mg/m3],TOTAL [mg/m3],Alarms,Errors
5580,0.266,0.268,0.268,0.268,0.268,,
5640,0.260,0.261,0.261,0.261,0.261,,
5700,0.257,0.258,0.258,0.258,0.258,,
5760,0.248,0.249,0.249,0.249,0.249,,
5820,0.243,0.245,0.245,0.245,0.245,,
5880,0.237,0.238,0.239,0.239,0.239,,
5940,0.233,0.234,0.234,0.234,0.234,,
6000,0.225,0.226,0.226,0.226,0.226,,
6060,0.222,0.223,0.223,0.223,0.223,,
6120,0.217,0.218,0.218,0.218,0.218,,
6180,0.213,0.215,0.215,0.215,0.215,,
6240,0.208,0.209,0.209,0.209,0.209,,
6300,0.205,0.207,0.207,0.207,0.207,,
6360,0.201,0.202,0.202,0.202,0.202,,
6420,0.196,0.197,0.197,0.197,0.197,,
6480,0.192,0.193,0.193,0.193,0.193,,
6540,0.190,0.192,0.192,0.192,0.192,,
6600,0.187,0.188,0.188,0.188,0.188,,
6660,0.182,0.184,0.184,0.184,0.184,,
6720,0.178,0.179,0.179,0.179,0.179,,
6780,0.175,0.177,0.177,0.177,0.177,,
6840,0.174,0.175,0.175,0.175,0.175,,
6900,0.170,0.172,0.172,0.172,0.172,,
6960,0.165,0.167,0.167,0.167,0.167,,
7020,0.161,0.162,0.162,0.162,0.162,,
7080,0.157,0.158,0.159,0.159,0.159,,
7140,0.153,0.154,0.154,0.154,0.154,,
7200,0.149,0.151,0.151,0.151,0.151,,
7260,0.147,0.148,0.148,0.148,0.148,,
7320,0.144,0.145,0.145,0.145,0.145,,
7380,0.138,0.139,0.139,0.139,0.139,,
7440,0.136,0.137,0.137,0.137,0.137,,
7500,0.133,0.134,0.134,0.134,0.134,,
7560,0.130,0.131,0.131,0.131,0.131,,
7620,0.126,0.127,0.127,0.127,0.127,,
7680,0.123,0.124,0.124,0.124,0.124,,
7740,0.121,0.122,0.122,0.122,0.122,,
7800,0.117,0.118,0.118,0.118,0.118,,
7860,0.115,0.116,0.116,0.116,0.116,,
7920,0.112,0.113,0.113,0.113,0.113,,
7980,0.110,0.111,0.111,0.111,0.111,,
8040,0.106,0.107,0.107,0.107,0.107,,
8100,0.103,0.104,0.104,0.104,0.104,,
8160,0.103,0.103,0.103,0.103,0.103,,
8220,0.101,0.102,0.102,0.102,0.102,,
8280,0.097,0.098,0.098,0.098,0.098,,
8340,0.096,0.097,0.097,0.097,0.097,,
8400,0.093,0.094,0.094,0.094,0.094,,
8460,0.091,0.092,0.092,0.092,0.092,,
8520,0.089,0.090,0.090,0.090,0.090,,
8580,0.087,0.088,0.088,0.088,0.088,,
8640,0.087,0.087,0.087,0.087,0.087,,
8700,0.084,0.085,0.085,0.085,0.085,,
8760,0.083,0.084,0.084,0.084,0.084,,
8820,0.080,0.081,0.081,0.081,0.081,,
8880,0.079,0.080,0.080,0.080,0.080,,
8940,0.078,0.079,0.079,0.079,0.079,,
9000,0.077,0.078,0.078,0.078,0.078,,
9060,0.076,0.077,0.077,0.077,0.077,,
9120,0.074,0.075,0.075,0.075,0.075,,
9180,0.073,0.073,0.073,0.073,0.073,,
9240,0.072,0.072,0.072,0.072,0.072,,
9300,0.070,0.070,0.070,0.070,0.070,,
9360,0.068,0.069,0.069,0.069,0.069,,
9420,0.067,0.068,0.068,0.068,0.068,,
9480,0.066,0.067,0.067,0.067,0.067,,
9540,0.066,0.066,0.066,0.066,0.066,,
9600,0.065,0.066,0.066,0.066,0.066,,
9660,0.064,0.065,0.065,0.065,0.065,,
9720,0.063,0.064,0.064,0.064,0.064,,
9780,0.062,0.063,0.063,0.063,0.063,,
9840,0.060,0.061,0.061,0.061,0.061,,
9900,0.061,0.062,0.062,0.062,0.062,,
9960,0.060,0.061,0.061,0.061,0.061,,
10020,0.059,0.060,0.060,0.060,0.060,,
10080,0.058,0.059,0.059,0.059,0.059,,
10140,0.058,0.059,0.059,0.059,0.059,,
10200,0.057,0.058,0.058,0.058,0.058,,
10260,0.055,0.056,0.056,0.056,0.056,,
10320,0.055,0.056,0.056,0.056,0.056,,
10380,0.054,0.055,0.055,0.055,0.055,,
10440,0.052,0.053,0.053,0.053,0.053,,
10500,0.052,0.053,0.053,0.053,0.053,,
10560,0.051,0.052,0.052,0.052,0.052,,
10620,0.050,0.051,0.051,0.051,0.051,,
10680,0.049,0.050,0.050,0.050,0.050,,
10740,0.047,0.048,0.048,0.048,0.048,,
10800,0.047,0.048,0.048,0.048,0.048,,
10860,0.046,0.047,0.047,0.047,0.047,,
10920,0.046,0.047,0.047,0.047,0.047,,
10980,0.045,0.046,0.046,0.046,0.046,,
11040,0.042,0.043,0.043,0.043,0.043,,
11100,0.043,0.044,0.044,0.044,0.044,,
11160,0.042,0.043,0.043,0.043,0.043,,
11220,0.041,0.042,0.042,0.042,0.042,,
11280,0.040,0.040,0.040,0.040,0.040,,
11340,0.038,0.039,0.039,0.039,0.039,,
11400,0.038,0.039,0.039,0.039,0.039,,
11460,0.036,0.037,0.037,0.037,0.037,,
11520,0.036,0.036,0.036,0.036,0.036,,
11580,0.035,0.035,0.035,0.035,0.035,,
11640,0.034,0.035,0.035,0.035,0.035,,
11700,0.035,0.036,0.036,0.036,0.036,,
11760,0.034,0.035,0.035,0.035,0.035,,
11820,0.034,0.035,0.035,0.035,0.035,,
11880,0.033,0.034,0.034,0.034,0.034,,
11940,0.032,0.033,0.033,0.033,0.033,,
12000,0.031,0.032,0.032,0.032,0.032,,
12060,0.030,0.031,0.031,0.031,0.031,,
12120,0.030,0.030,0.030,0.030,0.030,,
12180,0.028,0.029,0.029,0.029,0.029,,
12240,0.028,0.028,0.028,0.028,0.028,,
12300,0.027,0.027,0.027,0.027,0.027,,
12360,0.027,0.027,0.027,0.027,0.027,,
12420,0.026,0.026,0.026,0.026,0.026,,
12480,0.026,0.026,0.026,0.026,0.026,,
12540,0.025,0.025,0.025,0.025,0.025,,
12600,0.024,0.025,0.025,0.025,0.025,,
12660,0.024,0.024,0.024,0.024,0.024,,
12720,0.024,0.024,0.024,0.024,0.024,,
12780,0.024,0.025,0.025,0.025,0.025,,
12840,0.024,0.025,0.025,0.025,0.025,,
12900,0.023,0.024,0.024,0.024,0.024,,
12960,0.023,0.024,0.024,0.024,0.024,,
13020,0.023,0.023,0.023,0.023,0.023,,
13080,0.022,0.023,0.023,0.023,0.023,,
13140,0.022,0.023,0.023,0.023,0.023,,
13200,0.021,0.022,0.022,0.022,0.022,,
13260,0.020,0.021,0.021,0.021,0.021,,
13320,0.020,0.020,0.020,0.020,0.020,,
13380,0.019,0.020,0.020,0.020,0.020,,
13440,0.020,0.020,0.020,0.020,0.020,,
13500,0.020,0.020,0.020,0.020,0.020,,
13560,0.019,0.020,0.020,0.020,0.020,,
13620,0.019,0.020,0.020,0.020,0.020,,
13680,0.019,0.019,0.019,0.019,0.019,,
13740,0.018,0.018,0.018,0.018,0.018,,
13800,0.018,0.018,0.018,0.018,0.018,,
13860,0.018,0.018,0.018,0.018,0.018,,
13920,0.017,0.017,0.017,0.017,0.017,,
13980,0.016,0.017,0.017,0.017,0.017,,
14040,0.016,0.017,0.017,0.017,0.017,,
14100,0.016,0.016,0.016,0.016,0.016,,
14160,0.016,0.016,0.016,0.016,0.016,,
14220,0.014,0.015,0.015,0.015,0.015,,
14280,0.014,0.015,0.015,0.015,0.015,,
14340,0.014,0.015,0.015,0.015,0.015,,
14400,0.014,0.014,0.014,0.014,0.014,,
14460,0.014,0.015,0.015,0.015,0.015,,
14520,0.013,0.014,0.014,0.014,0.014,,
14580,0.013,0.013,0.013,0.013,0.013,,
14640,0.012,0.013,0.013,0.013,0.013,,
14700,0.012,0.012,0.012,0.012,0.012,,
14760,0.012,0.013,0.013,0.013,0.013,,
14820,0.012,0.012,0.012,0.012,0.012,,
14880,0.012,0.012,0.012,0.012,0.012,,
14940,0.011,0.011,0.011,0.011,0.011,,
15000,0.011,0.011,0.011,0.011,0.011,,
15060,0.010,0.010,0.010,0.010,0.010,,
15120,0.010,0.011,0.011,0.011,0.011,,
15180,0.010,0.010,0.010,0.010,0.010,,
15240,0.010,0.010,0.010,0.010,0.010,,
15300,0.010,0.010,0.010,0.010,0.010,,
15360,0.009,0.010,0.010,0.010,0.010,,
15420,0.009,0.009,0.009,0.009,0.009,,
15480,0.009,0.009,0.009,0.009,0.009,,
15540,0.009,0.009,0.009,0.009,0.009,,
15600,0.009,0.009,0.009,0.009,0.009,,
15660,0.009,0.009,0.009,0.009,0.009,,
15720,0.008,0.008,0.008,0.008,0.008,,
15780,0.009,0.009,0.009,0.009,0.009,,
15840,0.008,0.008,0.008,0.008,0.008,,
15900,0.008,0.009,0.009,0.009,0.009,,
15960,0.008,0.008,0.008,0.008,0.008,,
16020,0.008,0.009,0.009,0.009,0.009,,
16080,0.008,0.009,0.009,0.009,0.009,,
16140,0.008,0.009,0.009,0.009,0.009,,
16200,0.008,0.008,0.008,0.008,0.008,,
16260,0.008,0.008,0.008,0.008,0.008,,
16320,0.008,0.008,0.008,0.008,0.008,,
16380,0.007,0.007,0.007,0.007,0.007,,
16440,0.007,0.007,0.007,0.007,0.007,,
16500,0.007,0.007,0.007,0.007,0.007,,
16560,0.007,0.007,0.007,0.007,0.007,,
16620,0.007,0.007,0.007,0.007,0.007,,
16680,0.006,0.007,0.007,0.007,0.007,,
16740,0.006,0.006,0.006,0.006,0.006,,
16800,0.006,0.006,0.006,0.006,0.006,,
16860,0.006,0.006,0.006,0.006,0.006,,
16920,0.006,0.006,0.006,0.006,0.006,,
16980,0.006,0.006,0.006,0.006,0.006,,
17040,0.006,0.006,0.006,0.006,0.006,,
17100,0.005,0.006,0.006,0.006,0.006,,
17160,0.006,0.006,0.006,0.006,0.006,,
17220,0.006,0.006,0.006,0.006,0.006,,
17280,0.006,0.006,0.006,0.006,0.006,,
17340,0.005,0.005,0.005,0.005,0.005,,
17400,0.005,0.006,0.006,0.006,0.006,,
17460,0.005,0.005,0.005,0.005,0.005,,
17520,0.005,0.005,0.005,0.005,0.005,,
17580,0.005,0.005,0.005,0.005,0.005,,
17640,0.005,0.005,0.005,0.005,0.005,,
17700,0.005,0.005,0.005,0.005,0.005,,
17760,0.004,0.004,0.004,0.004,0.004,,
17820,0.004,0.004,0.004,0.004,0.004,,
17880,0.004,0.004,0.004,0.004,0.004,,
17940,0.004,0.004,0.004,0.004,0.004,,
18000,0.004,0.004,0.004,0.004,0.004,,
18060,0.004,0.004,0.004,0.004,0.004,,
18120,0.003,0.003,0.003,0.003,0.003,,
18180,0.001,0.001,0.001,0.001,0.001,,
18240,0.001,0.001,0.001,0.001,0.001,,
18300,0.000,0.000,0.000,0.000,0.000,,
18360,0.000,0.000,0.000,0.000,0.000,,
18420,0.000,0.000,0.000,0.000,0.000,,
18480,0.000,0.000,0.000,0.000,0.000,,
18540,0.000,0.000,0.000,0.000,0.000,,
18600,0.000,0.000,0.000,0.000,0.000,,
18660,0.000,0.000,0.000,0.000,0.000,,
18720,0.000,0.000,0.000,0.000,0.000,,
18780,0.000,0.000,0.000,0.000,0.000,,
18840,0.000,0.000,0.000,0.000,0.000,,
18900,0.000,0.000,0.000,0.000,0.000,,
18960,0.000,0.000,0.000,0.000,0.000,,
19020,0.000,0.000,0.000,0.000,0.000,,
19080,0.000,0.000,0.000,0.000,0.000,,
19140,0.000,0.000,0.000,0.000,0.000,,
19200,0.000,0.000,0.000,0.000,0.000,,
19260,0.000,0.000,0.000,0.000,0.000,,
19320,0.000,0.000,0.000,0.000,0.000,,
19380,0.000,0.000,0.000,0.000,0.000,,
19440,0.000,0.000,0.000,0.000,0.000,,
19500,0.000,0.000,0.000,0.000,0.000,,
19560,0.000,0.000,0.000,0.000,0.000,,
19620,0.000,0.000,0.000,0.000,0.000,,
19680,0.000,0.000,0.000,0.000,0.000,,
19740,0.000,0.000,0.000,0.000,0.000,,
19800,0.000,0.000,0.000,0.000,0.000,,
19860,0.000,0.000,0.000,0.000,0.000,,
19920,0.000,0.000,0.000,0.000,0.000,,
19980,0.000,0.000,0.000,0.000,0.000,,
20040,0.000,0.000,0.000,0.000,0.000,,
20100,0.000,0.000,0.000,0.000,0.000,,
20160,0.000,0.000,0.000,0.000,0.000,,
20220,0.000,0.000,0.000,0.000,0.000,,
20280,0.000,0.000,0.000,0.000,0.000,,
20340,0.000,0.000,0.000,0.000,0.000,,
20400,0.000,0.000,0.000,0.000,0.000,,
20460,0.000,0.000,0.000,0.000,0.000,,
20520,0.000,0.000,0.000,0.000,0.000,,
20580,0.000,0.000,0.000,0.000,0.000,,
20640,0.000,0.000,0.000,0.000,0.000,,
20700,0.000,0.000,0.000,0.000,0.000,,
20760,0.000,0.000,0.000,0.000,0.000,,
20820,0.000,0.000,0.000,0.000,0.000,,
20880,0.000,0.000,0.000,0.000,0.000,,
20940,0.000,0.000,0.000,0.000,0.000,,
21000,0.000,0.000,0.000,0.000,0.000,,
21060,0.000,0.000,0.000,0.000,0.000,,
