Instrument Name,DustTrak DRX
Model Number,8533
Serial Number,8533103404
Firmware Version,3.0
Calibration Date,03/12/2014
Test Name,MANUAL_003
Test Start Time,15:41:38
Test Start Date,05/18/2018
Test Length [D:H:M],0:5:15
Test Interval [M:S],1:0
PM1 Average [mg/m3],0.241
PM1 Minimum [mg/m3],0.000
PM1 Maximum [mg/m3],3.11
PM1 TWA [mg/m3],0.158
PM2.5 Average [mg/m3],0.243
PM2.5 Minimum [mg/m3],0.000
PM2.5 Maximum [mg/m3],3.12
PM2.5 TWA [mg/m3],0.160
PM4 Average [mg/m3],0.244
PM4 Minimum [mg/m3],0.000
PM4 Maximum [mg/m3],3.13
PM4 TWA [mg/m3],0.160
PM10 Average [mg/m3],0.244
PM10 Minimum [mg/m3],0.000
PM10 Maximum [mg/m3],3.13
PM10 TWA [mg/m3],0.160
TOTAL Average [mg/m3],0.244
TOTAL Minimum [mg/m3],0.000
TOTAL Maximum [mg/m3],3.13
TOTAL TWA [mg/m3],0.160
Photometric User Cal,1.00
Size Correction User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,315

Elapsed Time [s],PM1 [mg/m3],PM2.5 [mg/m3],PM4 [mg/m3],PM10 [mg/m3],TOTAL [mg/m3],Alarms,Errors
2040,0.004,0.004,0.004,0.004,0.004,,
2100,0.004,0.004,0.004,0.004,0.004,,
2160,1.07,1.07,1.07,1.07,1.07,,
2220,2.56,2.57,2.57,2.57,2.57,,
2280,2.56,2.58,2.58,2.58,2.58,,
2340,2.81,2.82,2.83,2.83,2.83,,
2400,3.11,3.12,3.13,3.13,3.13,,
2460,2.84,2.86,2.86,2.86,2.86,,
2520,2.39,2.41,2.41,2.41,2.41,,
2580,2.25,2.27,2.27,2.27,2.27,,
2640,2.12,2.13,2.14,2.14,2.14,,
2700,1.98,2.00,2.00,2.00,2.00,,
2760,1.88,1.89,1.89,1.89,1.89,,
2820,1.77,1.79,1.79,1.79,1.79,,
2880,1.69,1.70,1.70,1.70,1.70,,
2940,1.62,1.63,1.64,1.64,1.64,,
3000,1.54,1.55,1.55,1.55,1.55,,
3060,1.48,1.49,1.49,1.49,1.49,,
3120,1.41,1.42,1.42,1.42,1.42,,
3180,1.35,1.36,1.37,1.37,1.37,,
3240,1.30,1.31,1.31,1.31,1.31,,
3300,1.24,1.25,1.25,1.25,1.25,,
3360,1.20,1.21,1.21,1.21,1.21,,
3420,1.14,1.16,1.16,1.16,1.16,,
3480,1.11,1.12,1.12,1.12,1.12,,
3540,1.07,1.08,1.08,1.08,1.08,,
3600,1.02,1.03,1.03,1.03,1.03,,
3660,0.985,0.996,0.996,0.996,0.996,,
3720,0.952,0.963,0.963,0.963,0.963,,
3780,0.920,0.930,0.931,0.931,0.931,,
3840,0.882,0.892,0.893,0.893,0.893,,
3900,0.854,0.863,0.864,0.864,0.864,,
3960,0.825,0.834,0.834,0.834,0.834,,
4020,0.795,0.804,0.805,0.805,0.805,,
4080,0.766,0.774,0.775,0.775,0.775,,
4140,0.740,0.748,0.749,0.749,0.749,,
4200,0.716,0.724,0.725,0.725,0.725,,
4260,0.689,0.697,0.698,0.698,0.698,,
4320,0.668,0.676,0.677,0.677,0.677,,
4380,0.648,0.656,0.656,0.656,0.656,,
4440,0.625,0.632,0.632,0.632,0.632,,
4500,0.604,0.611,0.611,0.611,0.611,,
4560,0.581,0.588,0.588,0.588,0.588,,
4620,0.563,0.570,0.570,0.570,0.570,,
4680,0.548,0.555,0.555,0.555,0.555,,
4740,0.529,0.535,0.536,0.536,0.536,,
4800,0.512,0.519,0.519,0.519,0.519,,
4860,0.494,0.501,0.501,0.501,0.501,,
4920,0.478,0.484,0.484,0.484,0.484,,
4980,0.465,0.471,0.472,0.472,0.472,,
5040,0.449,0.455,0.455,0.455,0.455,,
5100,0.438,0.443,0.444,0.444,0.444,,
5160,0.424,0.429,0.429,0.429,0.429,,
5220,0.407,0.412,0.412,0.412,0.412,,
5280,0.396,0.401,0.401,0.401,0.401,,
5340,0.384,0.389,0.389,0.389,0.389,,
5400,0.369,0.374,0.374,0.374,0.374,,
5460,0.359,0.364,0.364,0.364,0.364,,
5520,0.348,0.352,0.353,0.353,0.353,,
5580,0.340,0.344,0.345,0.345,0.345,,
5640,0.329,0.333,0.334,0.334,0.334,,
5700,0.322,0.326,0.326,0.326,0.326,,
5760,0.308,0.312,0.312,0.312,0.312,,
5820,0.300,0.303,0.304,0.304,0.304,,
5880,0.288,0.292,0.292,0.292,0.292,,
5940,0.278,0.281,0.281,0.281,0.281,,
6000,0.266,0.269,0.270,0.270,0.270,,
6060,0.253,0.256,0.256,0.256,0.256,,
6120,0.242,0.245,0.245,0.245,0.245,,
6180,0.233,0.236,0.236,0.236,0.236,,
6240,0.224,0.227,0.227,0.227,0.227,,
6300,0.216,0.219,0.219,0.219,0.219,,
6360,0.210,0.212,0.213,0.213,0.213,,
6420,0.201,0.204,0.204,0.204,0.204,,
6480,0.196,0.199,0.199,0.199,0.199,,
6540,0.191,0.193,0.193,0.193,0.193,,
6600,0.186,0.188,0.188,0.188,0.188,,
6660,0.183,0.185,0.185,0.185,0.185,,
6720,0.176,0.178,0.178,0.178,0.178,,
6780,0.172,0.174,0.174,0.174,0.174,,
6840,0.167,0.169,0.169,0.169,0.169,,
6900,0.164,0.165,0.165,0.165,0.165,,
6960,0.158,0.160,0.160,0.160,0.160,,
7020,0.155,0.157,0.157,0.157,0.157,,
7080,0.152,0.154,0.154,0.154,0.154,,
7140,0.148,0.150,0.150,0.150,0.150,,
7200,0.143,0.145,0.145,0.145,0.145,,
7260,0.139,0.141,0.141,0.141,0.141,,
7320,0.135,0.137,0.137,0.137,0.137,,
7380,0.133,0.135,0.135,0.135,0.135,,
7440,0.130,0.131,0.131,0.131,0.131,,
7500,0.125,0.127,0.127,0.127,0.127,,
7560,0.123,0.125,0.125,0.125,0.125,,
7620,0.120,0.122,0.122,0.122,0.122,,
7680,0.118,0.120,0.120,0.120,0.120,,
7740,0.115,0.117,0.117,0.117,0.117,,
7800,0.112,0.114,0.114,0.114,0.114,,
7860,0.111,0.112,0.112,0.112,0.112,,
7920,0.109,0.110,0.110,0.110,0.110,,
7980,0.104,0.105,0.105,0.105,0.105,,
8040,0.103,0.104,0.104,0.104,0.104,,
8100,0.100,0.101,0.101,0.101,0.101,,
8160,0.099,0.100,0.100,0.100,0.100,,
8220,0.096,0.097,0.097,0.097,0.097,,
8280,0.093,0.094,0.095,0.095,0.095,,
8340,0.091,0.092,0.092,0.092,0.092,,
8400,0.090,0.091,0.091,0.091,0.091,,
8460,0.086,0.087,0.087,0.087,0.087,,
8520,0.085,0.086,0.086,0.086,0.086,,
8580,0.084,0.085,0.086,0.086,0.086,,
8640,0.081,0.082,0.082,0.082,0.082,,
8700,0.079,0.080,0.080,0.080,0.080,,
8760,0.077,0.078,0.078,0.078,0.078,,
8820,0.076,0.077,0.077,0.077,0.077,,
8880,0.074,0.075,0.075,0.075,0.075,,
8940,0.072,0.073,0.073,0.073,0.073,,
9000,0.072,0.073,0.074,0.074,0.074,,
9060,0.070,0.071,0.071,0.071,0.071,,
9120,0.068,0.069,0.069,0.069,0.069,,
9180,0.067,0.068,0.068,0.068,0.068,,
9240,0.065,0.066,0.066,0.066,0.066,,
9300,0.064,0.065,0.065,0.065,0.065,,
9360,0.063,0.064,0.064,0.064,0.064,,
9420,0.060,0.061,0.061,0.061,0.061,,
9480,0.060,0.060,0.060,0.060,0.060,,
9540,0.059,0.059,0.059,0.059,0.059,,
9600,0.056,0.057,0.057,0.057,0.057,,
9660,0.056,0.057,0.057,0.057,0.057,,
9720,0.054,0.055,0.055,0.055,0.055,,
9780,0.053,0.054,0.054,0.054,0.054,,
9840,0.051,0.052,0.052,0.052,0.052,,
9900,0.050,0.051,0.051,0.051,0.051,,
9960,0.050,0.050,0.050,0.050,0.050,,
10020,0.049,0.049,0.049,0.049,0.049,,
10080,0.046,0.047,0.047,0.047,0.047,,
10140,0.046,0.047,0.047,0.047,0.047,,
10200,0.045,0.046,0.046,0.046,0.046,,
10260,0.044,0.045,0.045,0.045,0.045,,
10320,0.043,0.044,0.044,0.044,0.044,,
10380,0.041,0.042,0.042,0.042,0.042,,
10440,0.041,0.041,0.041,0.041,0.041,,
10500,0.040,0.041,0.041,0.041,0.041,,
10560,0.040,0.040,0.040,0.040,0.040,,
10620,0.039,0.039,0.039,0.039,0.039,,
10680,0.037,0.038,0.038,0.038,0.038,,
10740,0.036,0.036,0.036,0.036,0.036,,
10800,0.035,0.036,0.036,0.036,0.036,,
10860,0.035,0.035,0.035,0.035,0.035,,
10920,0.034,0.034,0.034,0.034,0.034,,
10980,0.033,0.033,0.033,0.033,0.033,,
11040,0.032,0.033,0.033,0.033,0.033,,
11100,0.032,0.032,0.032,0.032,0.032,,
11160,0.031,0.032,0.032,0.032,0.032,,
11220,0.031,0.031,0.031,0.031,0.031,,
11280,0.030,0.031,0.031,0.031,0.031,,
11340,0.029,0.029,0.029,0.029,0.029,,
11400,0.029,0.029,0.029,0.029,0.029,,
11460,0.028,0.028,0.028,0.028,0.028,,
11520,0.027,0.028,0.028,0.028,0.028,,
11580,0.026,0.027,0.027,0.027,0.027,,
11640,0.026,0.026,0.026,0.026,0.026,,
11700,0.026,0.026,0.026,0.026,0.026,,
11760,0.025,0.025,0.025,0.025,0.025,,
11820,0.025,0.025,0.025,0.025,0.025,,
11880,0.024,0.024,0.024,0.024,0.024,,
11940,0.023,0.023,0.023,0.023,0.023,,
12000,0.023,0.023,0.023,0.023,0.023,,
12060,0.022,0.023,0.023,0.023,0.023,,
12120,0.022,0.022,0.022,0.022,0.022,,
12180,0.021,0.021,0.022,0.022,0.022,,
12240,0.021,0.021,0.021,0.021,0.021,,
12300,0.021,0.021,0.021,0.021,0.021,,
12360,0.020,0.021,0.021,0.021,0.021,,
12420,0.020,0.020,0.020,0.020,0.020,,
12480,0.019,0.019,0.019,0.019,0.019,,
12540,0.019,0.019,0.019,0.019,0.019,,
12600,0.018,0.018,0.018,0.018,0.018,,
12660,0.018,0.018,0.018,0.018,0.018,,
12720,0.018,0.018,0.018,0.018,0.018,,
12780,0.017,0.017,0.017,0.017,0.017,,
12840,0.017,0.017,0.017,0.017,0.017,,
12900,0.017,0.017,0.017,0.017,0.017,,
12960,0.017,0.017,0.017,0.017,0.017,,
13020,0.016,0.016,0.016,0.016,0.016,,
13080,0.016,0.016,0.016,0.016,0.016,,
13140,0.015,0.015,0.015,0.015,0.015,,
13200,0.015,0.015,0.015,0.015,0.015,,
13260,0.015,0.015,0.015,0.015,0.015,,
13320,0.014,0.014,0.014,0.014,0.014,,
13380,0.014,0.014,0.014,0.014,0.014,,
13440,0.014,0.014,0.014,0.014,0.014,,
13500,0.013,0.014,0.014,0.014,0.014,,
13560,0.013,0.013,0.014,0.014,0.014,,
13620,0.013,0.013,0.013,0.013,0.013,,
13680,0.013,0.013,0.013,0.013,0.013,,
13740,0.013,0.013,0.013,0.013,0.013,,
13800,0.012,0.012,0.012,0.012,0.012,,
13860,0.012,0.012,0.012,0.012,0.012,,
13920,0.012,0.012,0.012,0.012,0.012,,
13980,0.012,0.012,0.012,0.012,0.012,,
14040,0.012,0.012,0.012,0.012,0.012,,
14100,0.012,0.012,0.012,0.012,0.012,,
14160,0.011,0.011,0.011,0.011,0.011,,
14220,0.011,0.011,0.011,0.011,0.011,,
14280,0.011,0.011,0.011,0.011,0.011,,
14340,0.011,0.011,0.011,0.011,0.011,,
14400,0.010,0.010,0.010,0.010,0.010,,
14460,0.011,0.011,0.011,0.011,0.011,,
14520,0.011,0.011,0.011,0.011,0.011,,
14580,0.010,0.011,0.011,0.011,0.011,,
14640,0.010,0.011,0.011,0.011,0.011,,
14700,0.010,0.011,0.011,0.011,0.011,,
14760,0.011,0.011,0.011,0.011,0.011,,
14820,0.011,0.011,0.011,0.011,0.011,,
14880,0.011,0.011,0.011,0.011,0.011,,
14940,0.010,0.010,0.011,0.011,0.011,,
15000,0.010,0.011,0.011,0.011,0.011,,
15060,0.011,0.012,0.012,0.012,0.012,,
15120,0.010,0.010,0.010,0.010,0.010,,
15180,0.008,0.008,0.008,0.008,0.008,,
15240,0.005,0.005,0.005,0.005,0.005,,
15300,0.007,0.008,0.008,0.008,0.008,,
15360,0.005,0.005,0.005,0.005,0.005,,
15420,0.005,0.006,0.006,0.006,0.006,,
15480,0.004,0.004,0.004,0.004,0.004,,
15540,0.003,0.004,0.004,0.004,0.004,,
15600,0.003,0.003,0.003,0.003,0.003,,
15660,0.003,0.003,0.003,0.003,0.003,,
15720,0.002,0.002,0.002,0.002,0.002,,
15780,0.001,0.001,0.001,0.001,0.001,,
15840,0.001,0.001,0.001,0.001,0.001,,
15900,0.001,0.001,0.001,0.001,0.001,,
15960,0.001,0.001,0.001,0.001,0.001,,
16020,0.000,0.000,0.000,0.000,0.000,,
16080,0.000,0.000,0.000,0.000,0.000,,
16140,0.000,0.000,0.000,0.000,0.000,,
16200,0.000,0.000,0.000,0.000,0.000,,
16260,0.000,0.000,0.000,0.000,0.000,,
16320,0.000,0.000,0.000,0.000,0.000,,
16380,0.000,0.000,0.000,0.000,0.000,,
16440,0.000,0.000,0.000,0.000,0.000,,
16500,0.000,0.000,0.000,0.000,0.000,,
16560,0.000,0.000,0.000,0.000,0.000,,
16620,0.000,0.000,0.000,0.000,0.000,,
16680,0.000,0.000,0.000,0.000,0.000,,
16740,0.000,0.000,0.000,0.000,0.000,,
16800,0.000,0.000,0.000,0.000,0.000,,
16860,0.000,0.000,0.000,0.000,0.000,,
16920,0.000,0.000,0.000,0.000,0.000,,
16980,0.000,0.000,0.000,0.000,0.000,,
17040,0.000,0.000,0.000,0.000,0.000,,
17100,0.000,0.000,0.000,0.000,0.000,,
17160,0.000,0.000,0.000,0.000,0.000,,
17220,0.000,0.000,0.000,0.000,0.000,,
17280,0.000,0.000,0.000,0.000,0.000,,
17340,0.000,0.000,0.000,0.000,0.000,,
17400,0.000,0.000,0.000,0.000,0.000,,
17460,0.000,0.000,0.000,0.000,0.000,,
17520,0.000,0.000,0.000,0.000,0.000,,
17580,0.000,0.000,0.000,0.000,0.000,,
17640,0.000,0.000,0.000,0.000,0.000,,
17700,0.000,0.000,0.000,0.000,0.000,,
17760,0.000,0.000,0.000,0.000,0.000,,
17820,0.000,0.000,0.000,0.000,0.000,,
17880,0.000,0.000,0.000,0.000,0.000,,
17940,0.000,0.000,0.000,0.000,0.000,,
18000,0.000,0.000,0.000,0.000,0.000,,
18060,0.000,0.000,0.000,0.000,0.000,,
18120,0.000,0.000,0.000,0.000,0.000,,
18180,0.000,0.000,0.000,0.000,0.000,,
18240,0.000,0.000,0.000,0.000,0.000,,
18300,0.000,0.000,0.000,0.000,0.000,,
18360,0.000,0.000,0.000,0.000,0.000,,
18420,0.000,0.000,0.000,0.000,0.000,,
18480,0.000,0.000,0.000,0.000,0.000,,
18540,0.000,0.000,0.000,0.000,0.000,,
18600,0.000,0.000,0.000,0.000,0.000,,
18660,0.000,0.000,0.000,0.000,0.000,,
18720,0.000,0.000,0.000,0.000,0.000,,
18780,0.000,0.000,0.000,0.000,0.000,,
18840,0.000,0.000,0.000,0.000,0.000,,
18900,0.000,0.000,0.000,0.000,0.000,,
