Instrument Name,DustTrak DRX
Model Number,8533
Serial Number,8533103404
Firmware Version,3.0
Calibration Date,03/12/2014
Test Name,MANUAL_014
Test Start Time,13:28:02
Test Start Date,06/03/2018
Test Length [D:H:M],1:1:57
Test Interval [M:S],1:0
PM1 Average [mg/m3],0.027
PM1 Minimum [mg/m3],0.000
PM1 Maximum [mg/m3],1.07
PM1 TWA [mg/m3],0.055
PM2.5 Average [mg/m3],0.027
PM2.5 Minimum [mg/m3],0.000
PM2.5 Maximum [mg/m3],1.07
PM2.5 TWA [mg/m3],0.056
PM4 Average [mg/m3],0.027
PM4 Minimum [mg/m3],0.000
PM4 Maximum [mg/m3],1.07
PM4 TWA [mg/m3],0.056
PM10 Average [mg/m3],0.027
PM10 Minimum [mg/m3],0.000
PM10 Maximum [mg/m3],1.07
PM10 TWA [mg/m3],0.056
TOTAL Average [mg/m3],0.027
TOTAL Minimum [mg/m3],0.000
TOTAL Maximum [mg/m3],1.07
TOTAL TWA [mg/m3],0.056
Photometric User Cal,1.00
Size Correction User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,1557

Elapsed Time [s],PM1 [mg/m3],PM2.5 [mg/m3],PM4 [mg/m3],PM10 [mg/m3],TOTAL [mg/m3],Alarms,Errors
1620,0.193,0.196,0.196,0.196,0.196,,
1680,0.191,0.194,0.194,0.194,0.194,,
1740,0.186,0.189,0.189,0.189,0.189,,
1800,0.184,0.187,0.187,0.187,0.187,,
1860,0.182,0.185,0.185,0.185,0.185,,
1920,0.177,0.180,0.180,0.180,0.180,,
1980,0.173,0.176,0.176,0.176,0.176,,
2040,0.170,0.172,0.172,0.172,0.172,,
2100,0.165,0.168,0.168,0.168,0.168,,
2160,0.161,0.164,0.164,0.164,0.164,,
2220,0.157,0.160,0.160,0.160,0.160,,
2280,0.154,0.156,0.156,0.156,0.156,,
2340,0.152,0.154,0.154,0.154,0.154,,
2400,0.148,0.150,0.150,0.150,0.150,,
2460,0.145,0.147,0.147,0.147,0.147,,
2520,0.141,0.143,0.143,0.143,0.143,,
2580,0.138,0.140,0.140,0.140,0.140,,
2640,0.136,0.137,0.137,0.137,0.137,,
2700,0.133,0.135,0.135,0.135,0.135,,
2760,0.130,0.132,0.132,0.132,0.132,,
2820,0.129,0.130,0.131,0.131,0.131,,
2880,0.124,0.126,0.126,0.126,0.126,,
2940,0.123,0.124,0.124,0.124,0.124,,
3000,0.120,0.122,0.122,0.122,0.122,,
3060,0.118,0.120,0.120,0.120,0.120,,
3120,0.115,0.117,0.117,0.117,0.117,,
3180,0.113,0.115,0.115,0.115,0.115,,
3240,0.112,0.113,0.113,0.113,0.113,,
3300,0.109,0.110,0.110,0.110,0.110,,
3360,0.106,0.107,0.107,0.107,0.107,,
3420,0.104,0.105,0.105,0.105,0.105,,
3480,0.103,0.104,0.104,0.104,0.104,,
3540,0.101,0.102,0.102,0.102,0.102,,
3600,0.099,0.100,0.100,0.100,0.100,,
3660,0.097,0.098,0.098,0.098,0.098,,
3720,0.095,0.096,0.096,0.096,0.096,,
3780,0.093,0.095,0.095,0.095,0.095,,
3840,0.093,0.094,0.094,0.094,0.094,,
3900,0.090,0.091,0.091,0.091,0.091,,
3960,0.090,0.091,0.091,0.091,0.091,,
4020,0.088,0.089,0.089,0.089,0.089,,
4080,0.086,0.088,0.088,0.088,0.088,,
4140,0.085,0.086,0.086,0.086,0.086,,
4200,0.083,0.084,0.084,0.084,0.084,,
4260,0.082,0.083,0.083,0.083,0.083,,
4320,0.081,0.082,0.082,0.082,0.082,,
4380,0.079,0.080,0.080,0.080,0.080,,
4440,0.078,0.079,0.079,0.079,0.079,,
4500,0.077,0.078,0.078,0.078,0.078,,
4560,0.076,0.077,0.077,0.077,0.077,,
4620,0.073,0.074,0.074,0.074,0.074,,
4680,0.072,0.073,0.073,0.073,0.073,,
4740,0.071,0.072,0.072,0.072,0.072,,
4800,0.070,0.071,0.071,0.071,0.071,,
4860,0.069,0.070,0.070,0.070,0.070,,
4920,0.067,0.068,0.068,0.068,0.068,,
4980,0.066,0.067,0.067,0.067,0.067,,
5040,0.065,0.066,0.066,0.066,0.066,,
5100,0.063,0.064,0.064,0.064,0.064,,
5160,0.063,0.064,0.064,0.064,0.064,,
5220,0.062,0.063,0.063,0.063,0.063,,
5280,0.061,0.062,0.062,0.062,0.062,,
5340,0.060,0.060,0.060,0.060,0.060,,
5400,0.058,0.059,0.059,0.059,0.059,,
5460,0.057,0.058,0.058,0.058,0.058,,
5520,0.057,0.058,0.058,0.058,0.058,,
5580,0.055,0.056,0.056,0.056,0.056,,
5640,0.053,0.054,0.054,0.054,0.054,,
5700,0.053,0.054,0.054,0.054,0.054,,
5760,0.052,0.053,0.053,0.053,0.053,,
5820,0.052,0.053,0.053,0.053,0.053,,
5880,0.051,0.052,0.052,0.052,0.052,,
5940,0.050,0.050,0.050,0.050,0.050,,
6000,0.049,0.050,0.050,0.050,0.050,,
6060,0.048,0.049,0.049,0.049,0.049,,
6120,0.047,0.048,0.048,0.048,0.048,,
6180,0.045,0.046,0.046,0.046,0.046,,
6240,0.046,0.046,0.046,0.046,0.046,,
6300,0.044,0.044,0.044,0.044,0.044,,
6360,0.043,0.044,0.044,0.044,0.044,,
6420,0.042,0.043,0.043,0.043,0.043,,
6480,0.042,0.042,0.043,0.043,0.043,,
6540,0.041,0.041,0.041,0.041,0.041,,
6600,0.040,0.040,0.040,0.040,0.040,,
6660,0.039,0.039,0.039,0.039,0.039,,
6720,0.038,0.038,0.038,0.038,0.038,,
6780,0.038,0.038,0.038,0.038,0.038,,
6840,0.036,0.037,0.037,0.037,0.037,,
6900,0.036,0.036,0.036,0.036,0.036,,
6960,0.035,0.036,0.036,0.036,0.036,,
7020,0.034,0.035,0.035,0.035,0.035,,
7080,0.034,0.034,0.034,0.034,0.034,,
7140,0.033,0.033,0.033,0.033,0.033,,
7200,0.032,0.032,0.032,0.032,0.032,,
7260,0.031,0.032,0.032,0.032,0.032,,
7320,0.031,0.031,0.031,0.031,0.031,,
7380,0.031,0.031,0.031,0.031,0.031,,
7440,0.030,0.030,0.030,0.030,0.030,,
7500,0.029,0.030,0.030,0.030,0.030,,
7560,0.028,0.029,0.029,0.029,0.029,,
7620,0.028,0.028,0.028,0.028,0.028,,
7680,0.027,0.028,0.028,0.028,0.028,,
7740,0.026,0.026,0.026,0.026,0.026,,
7800,0.027,0.027,0.027,0.027,0.027,,
7860,0.026,0.027,0.027,0.027,0.027,,
7920,0.025,0.025,0.025,0.025,0.025,,
7980,0.025,0.025,0.025,0.025,0.025,,
8040,0.024,0.024,0.024,0.024,0.024,,
8100,0.024,0.024,0.024,0.024,0.024,,
8160,0.023,0.023,0.023,0.023,0.023,,
8220,0.023,0.023,0.023,0.023,0.023,,
8280,0.022,0.023,0.023,0.023,0.023,,
8340,0.022,0.022,0.022,0.022,0.022,,
8400,0.021,0.021,0.021,0.021,0.021,,
8460,0.021,0.021,0.021,0.021,0.021,,
8520,0.020,0.020,0.020,0.020,0.020,,
8580,0.020,0.020,0.020,0.020,0.020,,
8640,0.019,0.020,0.020,0.020,0.020,,
8700,0.020,0.020,0.020,0.020,0.020,,
8760,0.019,0.020,0.020,0.020,0.020,,
8820,0.018,0.018,0.018,0.018,0.018,,
8880,0.018,0.018,0.018,0.018,0.018,,
8940,0.017,0.017,0.017,0.017,0.017,,
9000,0.017,0.018,0.018,0.018,0.018,,
9060,0.017,0.017,0.017,0.017,0.017,,
9120,0.017,0.017,0.017,0.017,0.017,,
9180,0.016,0.016,0.016,0.016,0.016,,
9240,0.016,0.016,0.016,0.016,0.016,,
9300,0.016,0.016,0.016,0.016,0.016,,
9360,0.015,0.016,0.016,0.016,0.016,,
9420,0.015,0.015,0.015,0.015,0.015,,
9480,0.014,0.015,0.015,0.015,0.015,,
9540,0.014,0.014,0.014,0.014,0.014,,
9600,0.015,0.015,0.015,0.015,0.015,,
9660,0.014,0.014,0.014,0.014,0.014,,
9720,0.014,0.014,0.014,0.014,0.014,,
9780,0.013,0.014,0.014,0.014,0.014,,
9840,0.013,0.013,0.013,0.013,0.013,,
9900,0.013,0.013,0.013,0.013,0.013,,
9960,0.012,0.012,0.012,0.012,0.012,,
10020,0.013,0.013,0.013,0.013,0.013,,
10080,0.012,0.012,0.012,0.012,0.012,,
10140,0.012,0.012,0.012,0.012,0.012,,
10200,0.012,0.012,0.012,0.012,0.012,,
10260,0.011,0.012,0.012,0.012,0.012,,
10320,0.012,0.012,0.012,0.012,0.012,,
10380,0.011,0.011,0.011,0.011,0.011,,
10440,0.011,0.011,0.011,0.011,0.011,,
10500,0.011,0.011,0.011,0.011,0.011,,
10560,0.011,0.011,0.011,0.011,0.011,,
10620,0.010,0.011,0.011,0.011,0.011,,
10680,0.010,0.010,0.010,0.010,0.010,,
10740,0.010,0.010,0.010,0.010,0.010,,
10800,0.010,0.010,0.010,0.010,0.010,,
10860,0.010,0.010,0.010,0.010,0.010,,
10920,0.009,0.009,0.009,0.009,0.009,,
10980,0.009,0.009,0.009,0.009,0.009,,
11040,0.009,0.009,0.009,0.009,0.009,,
11100,0.009,0.009,0.009,0.009,0.009,,
11160,0.009,0.009,0.009,0.009,0.009,,
11220,0.009,0.009,0.009,0.009,0.009,,
11280,0.009,0.009,0.009,0.009,0.009,,
11340,0.008,0.009,0.009,0.009,0.009,,
11400,0.008,0.008,0.008,0.008,0.008,,
11460,0.008,0.008,0.008,0.008,0.008,,
11520,0.008,0.008,0.008,0.008,0.008,,
11580,0.008,0.008,0.008,0.008,0.008,,
11640,0.007,0.008,0.008,0.008,0.008,,
11700,0.007,0.007,0.007,0.007,0.007,,
11760,0.007,0.007,0.007,0.007,0.007,,
11820,0.007,0.007,0.007,0.007,0.007,,
11880,0.007,0.007,0.007,0.007,0.007,,
11940,0.007,0.007,0.007,0.007,0.007,,
12000,0.007,0.007,0.007,0.007,0.007,,
12060,0.007,0.007,0.007,0.007,0.007,,
12120,0.007,0.007,0.007,0.007,0.007,,
12180,0.006,0.007,0.007,0.007,0.007,,
12240,0.007,0.007,0.007,0.007,0.007,,
12300,0.007,0.007,0.007,0.007,0.007,,
12360,0.006,0.007,0.007,0.007,0.007,,
12420,0.006,0.006,0.006,0.006,0.006,,
12480,0.006,0.006,0.006,0.006,0.006,,
12540,0.006,0.006,0.006,0.006,0.006,,
12600,0.006,0.006,0.006,0.006,0.006,,
12660,0.006,0.006,0.006,0.006,0.006,,
12720,0.006,0.006,0.006,0.006,0.006,,
12780,0.006,0.006,0.006,0.006,0.006,,
12840,0.006,0.006,0.006,0.006,0.006,,
12900,0.006,0.006,0.006,0.006,0.006,,
12960,0.006,0.006,0.006,0.006,0.006,,
13020,0.005,0.006,0.006,0.006,0.006,,
13080,0.005,0.005,0.005,0.005,0.005,,
13140,0.005,0.005,0.005,0.005,0.005,,
13200,0.006,0.006,0.006,0.006,0.006,,
13260,0.005,0.005,0.005,0.005,0.005,,
13320,0.005,0.005,0.005,0.005,0.005,,
13380,0.005,0.005,0.005,0.005,0.005,,
13440,0.005,0.005,0.005,0.005,0.005,,
13500,0.005,0.005,0.005,0.005,0.005,,
13560,0.005,0.005,0.005,0.005,0.005,,
13620,0.005,0.005,0.005,0.005,0.005,,
13680,0.005,0.005,0.005,0.005,0.005,,
13740,0.005,0.005,0.005,0.005,0.005,,
13800,0.005,0.005,0.005,0.005,0.005,,
13860,0.005,0.005,0.005,0.005,0.005,,
13920,0.005,0.005,0.005,0.005,0.005,,
13980,0.005,0.005,0.005,0.005,0.005,,
14040,0.004,0.004,0.004,0.004,0.004,,
14100,0.004,0.004,0.004,0.004,0.004,,
14160,0.005,0.005,0.005,0.005,0.005,,
14220,0.004,0.004,0.004,0.004,0.004,,
14280,0.004,0.004,0.004,0.004,0.004,,
14340,0.004,0.004,0.004,0.004,0.004,,
14400,0.004,0.004,0.004,0.004,0.004,,
14460,0.004,0.004,0.004,0.004,0.004,,
14520,0.004,0.004,0.004,0.004,0.004,,
14580,0.004,0.004,0.004,0.004,0.004,,
14640,0.004,0.004,0.004,0.004,0.004,,
14700,0.004,0.004,0.004,0.004,0.004,,
14760,0.004,0.004,0.004,0.004,0.004,,
14820,0.004,0.004,0.004,0.004,0.004,,
14880,0.004,0.004,0.004,0.004,0.004,,
14940,0.004,0.004,0.004,0.004,0.004,,
15000,0.004,0.004,0.004,0.004,0.004,,
15060,0.004,0.004,0.004,0.004,0.004,,
15120,0.004,0.004,0.004,0.004,0.004,,
15180,0.004,0.004,0.004,0.004,0.004,,
15240,0.004,0.004,0.004,0.004,0.004,,
15300,0.004,0.004,0.004,0.004,0.004,,
15360,0.004,0.004,0.004,0.004,0.004,,
15420,0.003,0.004,0.004,0.004,0.004,,
15480,0.003,0.003,0.003,0.003,0.003,,
15540,0.004,0.004,0.004,0.004,0.004,,
15600,0.003,0.004,0.004,0.004,0.004,,
15660,0.003,0.003,0.003,0.003,0.003,,
15720,0.004,0.004,0.004,0.004,0.004,,
15780,0.003,0.003,0.003,0.003,0.003,,
15840,0.003,0.003,0.003,0.003,0.003,,
15900,0.003,0.003,0.003,0.003,0.003,,
15960,0.003,0.003,0.003,0.003,0.003,,
16020,0.003,0.003,0.003,0.003,0.003,,
16080,0.003,0.003,0.003,0.003,0.003,,
16140,0.003,0.003,0.003,0.003,0.003,,
16200,0.003,0.003,0.003,0.003,0.003,,
16260,0.003,0.003,0.003,0.003,0.003,,
16320,0.003,0.003,0.003,0.003,0.003,,
16380,0.003,0.003,0.003,0.003,0.003,,
16440,0.003,0.003,0.003,0.003,0.003,,
16500,0.003,0.003,0.003,0.003,0.003,,
16560,0.003,0.003,0.003,0.003,0.003,,
16620,0.003,0.003,0.003,0.003,0.003,,
16680,0.003,0.003,0.003,0.003,0.003,,
16740,0.003,0.003,0.003,0.003,0.003,,
16800,0.003,0.003,0.003,0.003,0.003,,
16860,0.003,0.003,0.003,0.003,0.003,,
16920,0.003,0.003,0.003,0.003,0.003,,
16980,0.003,0.003,0.003,0.003,0.003,,
17040,0.003,0.003,0.003,0.003,0.003,,
17100,0.003,0.003,0.003,0.003,0.003,,
17160,0.003,0.003,0.003,0.003,0.003,,
17220,0.003,0.003,0.003,0.003,0.003,,
17280,0.003,0.003,0.003,0.003,0.003,,
17340,0.002,0.003,0.003,0.003,0.003,,
17400,0.003,0.003,0.003,0.003,0.003,,
17460,0.003,0.003,0.003,0.003,0.003,,
17520,0.003,0.003,0.003,0.003,0.003,,
17580,0.003,0.003,0.003,0.003,0.003,,
17640,0.003,0.003,0.003,0.003,0.003,,
17700,0.003,0.003,0.003,0.003,0.003,,
17760,0.003,0.003,0.003,0.003,0.003,,
17820,0.003,0.003,0.003,0.003,0.003,,
17880,0.002,0.003,0.003,0.003,0.003,,
17940,0.003,0.003,0.003,0.003,0.003,,
18000,0.002,0.002,0.002,0.002,0.002,,
18060,0.002,0.002,0.002,0.002,0.002,,
18120,0.002,0.002,0.002,0.002,0.002,,
18180,0.002,0.002,0.002,0.002,0.002,,
18240,0.002,0.003,0.003,0.003,0.003,,
18300,0.002,0.002,0.002,0.002,0.002,,
18360,0.002,0.002,0.002,0.002,0.002,,
18420,0.002,0.002,0.002,0.002,0.002,,
18480,0.002,0.002,0.002,0.002,0.002,,
18540,0.002,0.002,0.002,0.002,0.002,,
18600,0.002,0.002,0.002,0.002,0.002,,
18660,0.002,0.002,0.002,0.002,0.002,,
18720,0.002,0.002,0.002,0.002,0.002,,
18780,0.002,0.002,0.002,0.002,0.002,,
18840,0.002,0.002,0.002,0.002,0.002,,
18900,0.002,0.002,0.002,0.002,0.002,,
18960,0.002,0.002,0.002,0.002,0.002,,
19020,0.002,0.002,0.002,0.002,0.002,,
19080,0.002,0.002,0.002,0.002,0.002,,
19140,0.002,0.002,0.002,0.002,0.002,,
19200,0.002,0.002,0.002,0.002,0.002,,
19260,0.002,0.002,0.002,0.002,0.002,,
19320,0.002,0.002,0.002,0.002,0.002,,
19380,0.002,0.002,0.002,0.002,0.002,,
19440,0.002,0.002,0.002,0.002,0.002,,
19500,0.002,0.002,0.002,0.002,0.002,,
19560,0.002,0.002,0.002,0.002,0.002,,
19620,0.002,0.002,0.002,0.002,0.002,,
19680,0.002,0.002,0.002,0.002,0.002,,
19740,0.002,0.002,0.002,0.002,0.002,,
19800,0.002,0.002,0.002,0.002,0.002,,
19860,0.002,0.002,0.002,0.002,0.002,,
19920,0.002,0.002,0.002,0.002,0.002,,
19980,0.002,0.002,0.002,0.002,0.002,,
20040,0.002,0.002,0.002,0.002,0.002,,
20100,0.002,0.002,0.002,0.002,0.002,,
20160,0.002,0.002,0.002,0.002,0.002,,
20220,0.002,0.002,0.002,0.002,0.002,,
20280,0.002,0.002,0.002,0.002,0.002,,
20340,0.002,0.002,0.002,0.002,0.002,,
20400,0.002,0.002,0.002,0.002,0.002,,
20460,0.002,0.002,0.002,0.002,0.002,,
20520,0.002,0.002,0.002,0.002,0.002,,
20580,0.002,0.002,0.002,0.002,0.002,,
20640,0.002,0.002,0.002,0.002,0.002,,
20700,0.002,0.002,0.002,0.002,0.002,,
20760,0.002,0.002,0.002,0.002,0.002,,
20820,0.002,0.002,0.002,0.002,0.002,,
20880,0.002,0.002,0.002,0.002,0.002,,
20940,0.002,0.002,0.002,0.002,0.002,,
21000,0.002,0.002,0.002,0.002,0.002,,
21060,0.002,0.002,0.002,0.002,0.002,,
21120,0.002,0.002,0.002,0.002,0.002,,
21180,0.001,0.001,0.001,0.001,0.001,,
21240,0.002,0.002,0.002,0.002,0.002,,
21300,0.002,0.002,0.002,0.002,0.002,,
21360,0.002,0.002,0.002,0.002,0.002,,
21420,0.002,0.002,0.002,0.002,0.002,,
21480,0.002,0.002,0.002,0.002,0.002,,
21540,0.002,0.002,0.002,0.002,0.002,,
21600,0.002,0.002,0.002,0.002,0.002,,
21660,0.002,0.002,0.002,0.002,0.002,,
21720,0.002,0.002,0.002,0.002,0.002,,
21780,0.002,0.002,0.002,0.002,0.002,,
21840,0.002,0.002,0.002,0.002,0.002,,
21900,0.002,0.002,0.002,0.002,0.002,,
21960,0.002,0.002,0.002,0.002,0.002,,
22020,0.002,0.002,0.002,0.002,0.002,,
22080,0.002,0.002,0.002,0.002,0.002,,
22140,0.002,0.002,0.002,0.002,0.002,,
22200,0.001,0.001,0.001,0.001,0.001,,
22260,0.002,0.002,0.002,0.002,0.002,,
22320,0.001,0.001,0.001,0.001,0.001,,
22380,0.001,0.002,0.002,0.002,0.002,,
22440,0.002,0.002,0.002,0.002,0.002,,
22500,0.001,0.001,0.001,0.001,0.001,,
22560,0.001,0.001,0.001,0.001,0.001,,
22620,0.002,0.002,0.002,0.002,0.002,,
22680,0.001,0.002,0.002,0.002,0.002,,
22740,0.002,0.002,0.002,0.002,0.002,,
22800,0.002,0.002,0.002,0.002,0.002,,
22860,0.001,0.001,0.001,0.001,0.001,,
22920,0.001,0.001,0.001,0.001,0.001,,
22980,0.001,0.002,0.002,0.002,0.002,,
23040,0.001,0.001,0.001,0.001,0.001,,
23100,0.001,0.001,0.001,0.001,0.001,,
23160,0.001,0.001,0.001,0.001,0.001,,
23220,0.001,0.002,0.002,0.002,0.002,,
23280,0.001,0.001,0.001,0.001,0.001,,
23340,0.001,0.001,0.001,0.001,0.001,,
23400,0.001,0.001,0.001,0.001,0.001,,
23460,0.001,0.001,0.001,0.001,0.001,,
23520,0.001,0.002,0.002,0.002,0.002,,
23580,0.002,0.002,0.002,0.002,0.002,,
23640,0.001,0.001,0.001,0.001,0.001,,
23700,0.001,0.001,0.001,0.001,0.001,,
23760,0.002,0.002,0.002,0.002,0.002,,
23820,0.001,0.001,0.001,0.001,0.001,,
23880,0.001,0.002,0.002,0.002,0.002,,
23940,0.001,0.002,0.002,0.002,0.002,,
24000,0.001,0.001,0.001,0.001,0.001,,
24060,0.002,0.002,0.002,0.002,0.002,,
24120,0.001,0.001,0.001,0.001,0.001,,
24180,0.001,0.001,0.001,0.001,0.001,,
24240,0.002,0.002,0.002,0.002,0.002,,
24300,0.485,0.486,0.487,0.487,0.487,,
24360,0.554,0.555,0.556,0.556,0.556,,
24420,0.368,0.369,0.370,0.370,0.370,,
24480,0.249,0.249,0.249,0.250,0.250,,
24540,0.179,0.179,0.179,0.179,0.179,,
24600,0.181,0.182,0.182,0.182,0.182,,
24660,0.181,0.182,0.182,0.182,0.182,,
24720,0.177,0.177,0.177,0.177,0.177,,
24780,0.175,0.176,0.176,0.176,0.176,,
24840,0.172,0.173,0.173,0.173,0.173,,
24900,0.172,0.173,0.173,0.173,0.173,,
24960,0.170,0.171,0.171,0.171,0.171,,
25020,0.170,0.172,0.172,0.172,0.172,,
25080,0.169,0.170,0.170,0.170,0.170,,
25140,0.170,0.171,0.171,0.171,0.171,,
25200,0.168,0.169,0.169,0.169,0.169,,
25260,0.164,0.165,0.165,0.165,0.165,,
25320,0.163,0.164,0.164,0.164,0.164,,
25380,0.159,0.161,0.161,0.161,0.161,,
25440,0.156,0.157,0.157,0.157,0.157,,
25500,0.153,0.154,0.154,0.154,0.154,,
25560,0.150,0.151,0.151,0.151,0.151,,
25620,0.147,0.149,0.149,0.149,0.149,,
25680,0.144,0.146,0.146,0.146,0.146,,
25740,0.142,0.143,0.143,0.143,0.143,,
25800,0.139,0.140,0.140,0.140,0.140,,
25860,0.135,0.136,0.136,0.136,0.136,,
25920,0.132,0.134,0.134,0.134,0.134,,
25980,0.128,0.130,0.130,0.130,0.130,,
26040,0.125,0.126,0.126,0.126,0.126,,
26100,0.122,0.124,0.124,0.124,0.124,,
26160,0.119,0.120,0.120,0.120,0.120,,
26220,0.117,0.118,0.118,0.118,0.118,,
26280,0.114,0.115,0.115,0.115,0.115,,
26340,0.110,0.111,0.111,0.111,0.111,,
26400,0.106,0.107,0.107,0.107,0.107,,
26460,0.104,0.105,0.105,0.105,0.105,,
26520,0.100,0.101,0.101,0.101,0.101,,
26580,0.098,0.099,0.099,0.099,0.099,,
26640,0.096,0.097,0.097,0.097,0.097,,
26700,0.093,0.093,0.093,0.093,0.093,,
26760,0.091,0.092,0.092,0.092,0.092,,
26820,0.089,0.090,0.090,0.090,0.090,,
26880,0.088,0.088,0.088,0.088,0.088,,
26940,0.084,0.085,0.085,0.085,0.085,,
27000,0.082,0.083,0.083,0.083,0.083,,
27060,0.078,0.079,0.079,0.079,0.079,,
27120,0.078,0.079,0.079,0.079,0.079,,
27180,0.075,0.076,0.076,0.076,0.076,,
27240,0.075,0.076,0.076,0.076,0.076,,
27300,0.073,0.074,0.074,0.074,0.074,,
27360,0.072,0.073,0.073,0.073,0.073,,
27420,0.070,0.070,0.070,0.070,0.070,,
27480,0.068,0.068,0.068,0.068,0.068,,
27540,0.067,0.068,0.068,0.068,0.068,,
27600,0.066,0.066,0.066,0.066,0.066,,
27660,0.065,0.065,0.065,0.065,0.065,,
27720,0.063,0.063,0.063,0.063,0.063,,
27780,0.061,0.062,0.062,0.062,0.062,,
27840,0.059,0.060,0.060,0.060,0.060,,
27900,0.059,0.060,0.060,0.060,0.060,,
27960,0.057,0.058,0.058,0.058,0.058,,
28020,0.056,0.057,0.057,0.057,0.057,,
28080,0.056,0.057,0.057,0.057,0.057,,
28140,0.055,0.056,0.056,0.056,0.056,,
28200,0.054,0.054,0.054,0.054,0.054,,
28260,0.053,0.054,0.054,0.054,0.054,,
28320,0.052,0.053,0.053,0.053,0.053,,
28380,0.051,0.052,0.052,0.052,0.052,,
28440,0.051,0.051,0.051,0.051,0.051,,
28500,0.050,0.051,0.051,0.051,0.051,,
28560,0.050,0.051,0.051,0.051,0.051,,
28620,0.050,0.051,0.051,0.051,0.051,,
28680,0.050,0.051,0.051,0.051,0.051,,
28740,0.050,0.051,0.051,0.051,0.051,,
28800,0.049,0.050,0.050,0.050,0.050,,
28860,0.048,0.049,0.049,0.049,0.049,,
28920,0.048,0.049,0.049,0.049,0.049,,
28980,0.047,0.048,0.048,0.048,0.048,,
29040,0.048,0.049,0.049,0.049,0.049,,
29100,0.047,0.048,0.048,0.048,0.048,,
29160,0.047,0.048,0.048,0.048,0.048,,
29220,0.046,0.047,0.047,0.047,0.047,,
29280,0.045,0.046,0.046,0.046,0.046,,
29340,0.044,0.045,0.045,0.045,0.045,,
29400,0.044,0.045,0.045,0.045,0.045,,
29460,0.043,0.044,0.044,0.044,0.044,,
29520,0.042,0.043,0.043,0.043,0.043,,
29580,0.042,0.043,0.043,0.043,0.043,,
29640,0.041,0.042,0.042,0.042,0.042,,
29700,0.040,0.041,0.041,0.041,0.041,,
29760,0.039,0.040,0.040,0.040,0.040,,
29820,0.038,0.039,0.039,0.039,0.039,,
29880,0.038,0.039,0.039,0.039,0.039,,
29940,0.037,0.037,0.037,0.037,0.037,,
30000,0.036,0.037,0.037,0.037,0.037,,
30060,0.035,0.036,0.036,0.036,0.036,,
30120,0.034,0.035,0.035,0.035,0.035,,
30180,0.033,0.034,0.034,0.034,0.034,,
30240,0.033,0.034,0.034,0.034,0.034,,
30300,0.032,0.033,0.033,0.033,0.033,,
30360,0.031,0.032,0.032,0.032,0.032,,
30420,0.031,0.031,0.031,0.031,0.031,,
30480,0.031,0.031,0.031,0.031,0.031,,
30540,0.029,0.030,0.030,0.030,0.030,,
